"u1","AFL_given_AIG_0%","AFL_given_AIG_10%","AFL_given_AIG_20%","AFL_given_AIG_30%","AFL_given_AIG_40%","AFL_given_AIG_50%","AFL_given_AIG_60%","AFL_given_AIG_70%","AFL_given_AIG_80%","AFL_given_AIG_90%","AFL_given_AIG_100%"
0.717171717171717,0.00240764009863205,0.075471376258732,0.17310346631483,0.254730032405942,0.316934421444415,0.375364840869327,0.437827690211495,0.511925321228387,0.573731993539809,0.639488030704421,0.719812970132209
0.727272727272727,0.00242464096703211,0.0762731935676242,0.175133047682058,0.257856911319438,0.320927198900776,0.38018978292942,0.443559439499844,0.518752831145275,0.581488209873995,0.648245448979428,0.72981006364069
0.737373737373737,0.0024415147082654,0.0770721427746892,0.177157815915784,0.260978261056452,0.324914328456638,0.385009252832476,0.449286178834315,0.525576210859591,0.589241280887926,0.657001000701638,0.739807152447702
0.747474747474748,0.00245826387031964,0.0778682692300292,0.17917784082396,0.264094158189965,0.328895886160399,0.389823322594857,0.455007972733909,0.532395512353901,0.596991245487468,0.665754708569368,0.749804236609334
0.757575757575758,0.00247489091773327,0.0786616169853683,0.181193190301363,0.267204677240286,0.332871946048221,0.394632062346981,0.460724884044163,0.539210786275791,0.604738141586658,0.674506594706373,0.759801316180262
0.767676767676768,0.00249139823537176,0.079452228847612,0.183203930406289,0.270309890756181,0.336842580222916,0.399435540406776,0.466436974001935,0.54602208198924,0.612482006145693,0.683256680683756,0.769798391213809
0.777777777777778,0.00250778813198671,0.0802401464295378,0.185210125433232,0.273409869391796,0.340807858928749,0.404233823349354,0.472144302296876,0.552829447623367,0.620222875206994,0.692004987540774,0.779795461761994
0.787878787878788,0.00252406284357303,0.0810254101978023,0.187211837981792,0.276504681979629,0.344767850622441,0.409026976073157,0.477846927129802,0.559632930118727,0.627960783929459,0.700751535804602,0.789792527875579
0.797979797979798,0.00254022453653796,0.0818080595184399,0.189209129022051,0.27959439559981,0.348722622040584,0.413815061862782,0.483544905268141,0.566432575271309,0.635695766621013,0.709496345509112,0.799789589604116
0.808080808080808,0.00255627531069464,0.0825881327000147,0.191202057956659,0.282679075645913,0.352672238263714,0.418598142448701,0.489238292098662,0.573228427774373,0.643427856769582,0.718239436212755,0.809786646995991
0.818181818181818,0.00257221720209198,0.0833656670345719,0.19319068267981,0.285758785887525,0.356616762777233,0.423376278064064,0.494927141677629,0.580020531258268,0.65115708707256,0.726980827015566,0.819783700098464
0.828282828282828,0.0025880521856918,0.0841406988365284,0.195175059633319,0.288833588529755,0.360556257529385,0.428149527498758,0.500611506778551,0.586808928328336,0.658883489464871,0.735720536575372,0.829780748957708
0.838383838383838,0.00260378217790291,0.0849132634796278,0.197155243859959,0.291903544269877,0.364490782986439,0.432917948150888,0.506291438937661,0.593593660601027,0.666607095145716,0.744458583123228,0.839777793618851
0.848484848484849,0.00261940903898161,0.0856833954320794,0.199131289054245,0.294968712351278,0.36842039818528,0.437681596075833,0.511966988497263,0.600374768738333,0.674327934604069,0.753194984478148,0.849774834126008
0.858585858585859,0.00263493457530714,0.0864511282899896,0.201103247610783,0.298029150614859,0.372345160783516,0.442440526033022,0.517638204647065,0.607152292480622,0.682046037643001,0.761929758061152,0.859771870522317
0.868686868686869,0.00265036054153966,0.0872164948091878,0.203071170670364,0.301084915548054,0.37626512710729,0.447194791530543,0.523305135463629,0.613926270677985,0.689761433402896,0.770662920908678,0.869768902849969
0.878787878787879,0.00266568864266851,0.087979526935542,0.205035108163906,0.304136062331588,0.380180352196889,0.451944444867741,0.528967827948016,0.620696741320159,0.697474150383631,0.779394489685397,0.879765931150246
0.888888888888889,0.00268092053595715,0.0887402558338504,0.206995108854378,0.307182644884108,0.384090889850301,0.456689537175884,0.534626328061763,0.627463741565123,0.705184216465758,0.788124480696451,0.88976295546354
0.898989898989899,0.00269605783279128,0.0894987119153931,0.208951220376821,0.310224715904814,0.387996792664821,0.461430118457032,0.540280680761256,0.63422730776643,0.712891658930768,0.796852909899169,0.899759975829394
0.909090909090909,0.00271110210043591,0.0902549248642188,0.210903489276573,0.31326232691419,0.391898112076826,0.466166237621187,0.545930930030601,0.640987475499352,0.720596504480469,0.805579792914266,0.909756992286521
0.919191919191919,0.0027260548637068,0.0910089236622371,0.212851961045785,0.31629552829294,0.395794898399797,0.470897942521833,0.55157711891307,0.647744279585889,0.728298779255523,0.814305145036556,0.919754004872833
0.929292929292929,0.0027409176065613,0.0917607366131858,0.214796680158349,0.319324369319238,0.399687200860711,0.475625279989944,0.557219289541202,0.654497754118721,0.735998508853213,0.823028981245231,0.929751013625468
0.939393939393939,0.00275569177361338,0.092510391365531,0.216737690103286,0.322348898204369,0.403575067634867,0.480348295866544,0.562857483165624,0.661247932484138,0.743695718344444,0.831751316213687,0.939748018580807
0.94949494949495,0.00277037877157711,0.0932579149343631,0.218675033416719,0.325369162126858,0.407458545879249,0.485067035033899,0.568491740182671,0.667994847384031,0.751390432290054,0.840472164318957,0.949745019774508
0.95959595959596,0.00278497997064277,0.0940033337223379,0.220608751712463,0.328385207265152,0.411337681764476,0.489781541445406,0.574122100160852,0.674738530856951,0.759082674756435,0.849191539650754,0.959742017241517
0.96969696969697,0.00279949670578935,0.0947466735397174,0.222538885711348,0.331397078828952,0.415212520505443,0.494491858154247,0.579748601866233,0.68147901429833,0.766772469330537,0.857909456020141,0.969739011016099
0.97979797979798,0.00281393027803694,0.0954879596235571,0.224465475269299,0.334404821089241,0.419083106390698,0.499198027340881,0.585371283286792,0.688216328479868,0.774459839134252,0.86662592696786,0.97973600113185
0.98989898989899,0.00282828195564258,0.0962272166560822,0.226388559404273,0.337408477407088,0.422949482810626,0.503900090339418,0.590990181655781,0.694950503568148,0.782144806838229,0.875340965772324,0.98973298762172
1,0.0028425529752423,0.0969644687822993,0.228308176322083,0.340408090261296,0.426811692284504,0.508598087662942,0.596605333474183,0.701681569142522,0.789827394675152,0.884054585457301,0.999729970518038
