"u1","CondProb_U2_0%","CondProb_U2_10%","CondProb_U2_20%","CondProb_U2_30%","CondProb_U2_40%","CondProb_U2_50%","CondProb_U2_60%","CondProb_U2_70%","CondProb_U2_80%","CondProb_U2_90%","CondProb_U2_100%"
0.707070707070707,0.00243104527644637,0.0740967325987983,0.171240017621864,0.251364079432992,0.312457375173524,0.372627555936202,0.432272174869783,0.505282256329604,0.565719853428696,0.630435608524188,0.709811117811674
0.717171717171717,0.00244847426860218,0.0748941063248585,0.173275971666733,0.254492430206018,0.316448146463341,0.377487732965961,0.438010918507915,0.512116171541472,0.573474898351957,0.639190078673386,0.719808140435261
0.727272727272727,0.00246577126800125,0.0756885768640354,0.175307028903842,0.257615162373284,0.320433178754271,0.382342362725017,0.443744575883913,0.518945895915413,0.581226745635618,0.647942647880194,0.729805158164603
0.737373737373737,0.00248293895486881,0.0764801907862393,0.177333261316029,0.260732354813367,0.324412550385153,0.387191519148432,0.449473213380024,0.525771482904861,0.588975435367534,0.656693339573295,0.739802171058872
0.747474747474748,0.00249997992049782,0.077268993309557,0.179354738886912,0.263844084261828,0.328386337593958,0.392035274209783,0.455196895633661,0.532592984572137,0.596721006599873,0.665442176580362,0.749799179175728
0.757575757575758,0.00251689667132585,0.0780550283567738,0.18137152968209,0.266950425397047,0.332354614601249,0.396873697998555,0.460915685605849,0.539410451642689,0.604463497389328,0.674189181151285,0.759796182571389
0.767676767676768,0.00253369163277447,0.0788383386088247,0.183383699926043,0.270051450921538,0.336317453689262,0.401706858793502,0.466629644646119,0.546223933556522,0.612202944835231,0.682934374980201,0.769793181300675
0.777777777777778,0.00255036715286804,0.079618965555382,0.185391314074984,0.273147231639038,0.34027492527692,0.40653482313224,0.472338832554087,0.553033478517017,0.619939385115751,0.691677779226417,0.779790175417067
0.787878787878788,0.00256692550564705,0.0803969495427636,0.187394434885944,0.276237836527645,0.344227097991007,0.411357655877309,0.47804330763792,0.559839133537289,0.627672853522276,0.700419414534283,0.789787164972757
0.797979797979798,0.00258336889439021,0.081172329819338,0.189393123482317,0.279323332809252,0.348174038733763,0.416175420278922,0.483743126769879,0.56664094448424,0.635403384492075,0.709159301052074,0.799784150018687
0.808080808080808,0.00259969945465825,0.0819451445785867,0.191387439416098,0.282403786015507,0.35211581274713,0.420988178034621,0.48943834543914,0.573438956120463,0.643131011639394,0.717897458449976,0.809781130604607
0.818181818181818,0.00261591925717122,0.0827154309999695,0.193377440727014,0.285479260050517,0.356052483673827,0.425795989346001,0.495129017802028,0.580233212144101,0.650855767785015,0.726633905937178,0.819778106779103
0.828282828282828,0.00263203031053044,0.0834832252877337,0.195363183998734,0.288549817250496,0.359984113615476,0.430598912972716,0.500815196729853,0.587023755226815,0.65857768498444,0.735368662278177,0.829775078589653
0.838383838383838,0.00264803456379518,0.0842485627077905,0.197344724412351,0.291615518440526,0.363910763187935,0.435397006283896,0.506496933854461,0.593810627049943,0.666296794554718,0.744101745808298,0.83977204608265
0.848484848484849,0.00266393390892345,0.0850114776227787,0.199322115797286,0.294676422988629,0.367832491574018,0.440190325307143,0.512174279611657,0.600593868338977,0.674013127100043,0.752833174448501,0.849769009303451
0.858585858585859,0.00267973018308551,0.0857720035254257,0.201295410679766,0.297732588857288,0.371749356573743,0.444978924775259,0.517847283282617,0.607373518896454,0.681726712536166,0.761562965719518,0.85976596829641
0.868686868686869,0.00269542517085824,0.0865301730703033,0.203264660329029,0.300784072652562,0.375661414652252,0.449762858170801,0.523515993033387,0.614149617633331,0.689437580113693,0.770291136755327,0.869762923104904
0.878787878787879,0.00271102060630771,0.0872860181040782,0.20522991480138,0.303830929670958,0.379568720985557,0.454542177768632,0.529180455952612,0.620922202598961,0.69714575844035,0.779017704316047,0.879759873771377
0.888888888888889,0.0027265181749668,0.0880395696943406,0.207191222982223,0.306873213944159,0.383471329504198,0.459316934676541,0.534840718087561,0.627691311009725,0.704851275502238,0.787742684800242,0.889756820337358
0.898989898989899,0.00274191951571442,0.0887908581570951,0.209148632626179,0.309910978281747,0.387369292934961,0.464087178874068,0.540496824478567,0.634456979276403,0.712554158684178,0.796466094256704,0.899753762843506
0.909090909090909,0.00275722622256208,0.0895399130829894,0.211102190395409,0.312944274312026,0.391262662840754,0.468852959249614,0.546148819191948,0.64121924303035,0.720254434789147,0.805187948395704,0.909750701329623
0.919191919191919,0.00277243984635341,0.0902867633623512,0.213051941896227,0.315973152521042,0.395151489658731,0.473614323635943,0.551796745351511,0.647978137148544,0.727952130056899,0.813908262599782,0.919747635834688
0.929292929292929,0.00278756189638182,0.0910314372091014,0.214997931714107,0.31899766228992,0.399035822736776,0.478371318844152,0.557440645168705,0.654733695777571,0.735647270181784,0.822627051934068,0.929744566396883
0.939393939393939,0.00280259384193097,0.0917739621836038,0.216940203447167,0.322017851930581,0.402915710368424,0.483123990696195,0.563080559971493,0.661485952356594,0.743339880329821,0.831344331156175,0.939741493053619
0.94949494949495,0.00281753711374256,0.0925143652145102,0.218878799738212,0.325033768719943,0.406791199826298,0.487872384056042,0.568716530232013,0.668234939639356,0.751029985155059,0.840060114725674,0.949738415841554
0.95959595959596,0.00283239310541558,0.0932526726196554,0.220813762305411,0.328045458932686,0.410662337394156,0.492616542859538,0.574348595593098,0.674980689715288,0.758717608815267,0.848774416813193,0.959735334796621
0.96969696969697,0.00284716317474093,0.0939889101260517,0.222745131971686,0.331052967872638,0.414529168397604,0.497356510143024,0.579976794893695,0.681723234029746,0.76640277498698,0.857487251309138,0.969732249954047
0.97979797979798,0.00286184864497494,0.0947231028890323,0.224672948692871,0.334056339902882,0.418391737233551,0.502092328070806,0.585601166193271,0.688462603403435,0.774085506879948,0.866198631832064,0.97972916134838
0.98989898989899,0.00287645080605525,0.0954552755105851,0.226597251584709,0.33705561847462,0.422250087398463,0.506824037961491,0.591221746795209,0.695198828051042,0.781765827250996,0.874908571736713,0.989726069013498
1,0.0028909709157622,0.0961854520569235,0.228518078948747,0.340050846154877,0.426104261515493,0.511551680313297,0.596838573269304,0.701931937599149,0.789443758417346,0.88361708412174,0.999722972982637
